,CAMID,X,Image_name,Side,zenodo_link,Taxonomic.Name
2607,CAM040027,11738,CAM040027_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040027_d.JPG?download=1,Heliconius erato ssp. lativitta
2608,CAM040038,47612,CAM040038_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040038_d.JPG?download=1,Heliconius erato ssp. dignus
2609,CAM040038,11756,CAM040038_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040038_d.JPG?download=1,Heliconius erato ssp. dignus
2610,CAM040039,11758,CAM040039_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040039_d.JPG?download=1,Heliconius erato ssp. dignus
2611,CAM040039,47614,CAM040039_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040039_d.JPG?download=1,Heliconius erato ssp. dignus
2612,CAM040040,47616,CAM040040_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040040_d.JPG?download=1,Heliconius erato ssp. dignus
2613,CAM040040,11760,CAM040040_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040040_d.JPG?download=1,Heliconius erato ssp. dignus
2614,CAM040041,11762,CAM040041_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040041_d.JPG?download=1,Heliconius erato ssp. dignus
2615,CAM040041,47618,CAM040041_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040041_d.JPG?download=1,Heliconius erato ssp. dignus
2616,CAM040042,47620,CAM040042_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040042_d.JPG?download=1,Heliconius erato ssp. dignus
2617,CAM040042,11764,CAM040042_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040042_d.JPG?download=1,Heliconius erato ssp. dignus
2618,CAM040066,11812,CAM040066_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040066_d.JPG?download=1,Heliconius erato ssp. dignus
2619,CAM040066,47668,CAM040066_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040066_d.JPG?download=1,Heliconius erato ssp. dignus
2620,CAM040077,47674,CAM040077_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040077_d.JPG?download=1,Heliconius erato ssp. dignus
2621,CAM040077,11818,CAM040077_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040077_d.JPG?download=1,Heliconius erato ssp. dignus
2622,CAM040078,47676,CAM040078_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040078_d.JPG?download=1,Heliconius erato ssp. dignus
2623,CAM040078,11820,CAM040078_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040078_d.JPG?download=1,Heliconius erato ssp. dignus
2624,CAM040098,47698,CAM040098_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040098_d.JPG?download=1,Heliconius erato ssp. dignus
2625,CAM040098,11842,CAM040098_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040098_d.JPG?download=1,Heliconius erato ssp. dignus
2626,CAM040101,11848,CAM040101_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040101_d.JPG?download=1,Heliconius erato ssp. dignus
2627,CAM040101,47704,CAM040101_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040101_d.JPG?download=1,Heliconius erato ssp. dignus
2628,CAM040102,11850,CAM040102_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040102_d.JPG?download=1,Heliconius erato ssp. dignus
2629,CAM040102,47706,CAM040102_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040102_d.JPG?download=1,Heliconius erato ssp. dignus
2630,CAM040103,11852,CAM040103_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040103_d.JPG?download=1,Heliconius erato ssp. dignus
2631,CAM040103,47708,CAM040103_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040103_d.JPG?download=1,Heliconius erato ssp. dignus
2632,CAM040105,47712,CAM040105_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040105_d.JPG?download=1,Heliconius erato ssp. dignus
2633,CAM040105,11856,CAM040105_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040105_d.JPG?download=1,Heliconius erato ssp. dignus
2634,CAM040106,11858,CAM040106_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040106_d.JPG?download=1,Heliconius erato ssp. dignus
2635,CAM040106,47714,CAM040106_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040106_d.JPG?download=1,Heliconius erato ssp. dignus
2636,CAM040108,47718,CAM040108_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040108_d.JPG?download=1,Heliconius erato ssp. dignus
2637,CAM040108,11862,CAM040108_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040108_d.JPG?download=1,Heliconius erato ssp. dignus
2638,CAM040111,47724,CAM040111_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040111_d.JPG?download=1,Heliconius erato ssp. dignus
2639,CAM040111,11868,CAM040111_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040111_d.JPG?download=1,Heliconius erato ssp. dignus
2640,CAM040112,47726,CAM040112_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040112_d.JPG?download=1,Heliconius erato ssp. dignus
2641,CAM040112,11870,CAM040112_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040112_d.JPG?download=1,Heliconius erato ssp. dignus
2642,CAM040113,11872,CAM040113_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040113_d.JPG?download=1,Heliconius erato ssp. dignus
2643,CAM040113,47728,CAM040113_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040113_d.JPG?download=1,Heliconius erato ssp. dignus
2644,CAM040114,47730,CAM040114_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040114_d.JPG?download=1,Heliconius erato ssp. dignus
2645,CAM040114,11874,CAM040114_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040114_d.JPG?download=1,Heliconius erato ssp. dignus
2646,CAM040119,11878,CAM040119_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040119_d.JPG?download=1,Heliconius erato ssp. lativitta
2647,CAM040119,47734,CAM040119_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040119_d.JPG?download=1,Heliconius erato ssp. lativitta
2648,CAM040120,47736,CAM040120_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040120_d.JPG?download=1,Heliconius erato ssp. lativitta
2649,CAM040120,11880,CAM040120_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040120_d.JPG?download=1,Heliconius erato ssp. lativitta
2650,CAM040121,11882,CAM040121_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040121_d.JPG?download=1,Heliconius erato ssp. lativitta
2651,CAM040121,47738,CAM040121_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040121_d.JPG?download=1,Heliconius erato ssp. lativitta
2652,CAM040122,47740,CAM040122_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040122_d.JPG?download=1,Heliconius erato ssp. lativitta
2653,CAM040122,11884,CAM040122_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040122_d.JPG?download=1,Heliconius erato ssp. lativitta
2654,CAM040123,47742,CAM040123_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040123_d.JPG?download=1,Heliconius erato ssp. lativitta
2655,CAM040123,11886,CAM040123_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040123_d.JPG?download=1,Heliconius erato ssp. lativitta
2656,CAM040124,47744,CAM040124_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040124_d.JPG?download=1,Heliconius erato ssp. lativitta
2657,CAM040124,11888,CAM040124_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040124_d.JPG?download=1,Heliconius erato ssp. lativitta
2658,CAM040125,47746,CAM040125_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040125_d.JPG?download=1,Heliconius erato ssp. lativitta
2659,CAM040125,11890,CAM040125_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040125_d.JPG?download=1,Heliconius erato ssp. lativitta
2660,CAM040126,47748,CAM040126_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040126_d.JPG?download=1,Heliconius erato ssp. lativitta
2661,CAM040126,11892,CAM040126_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040126_d.JPG?download=1,Heliconius erato ssp. lativitta
2662,CAM040127,47750,CAM040127_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040127_d.JPG?download=1,Heliconius erato ssp. lativitta
2663,CAM040127,11894,CAM040127_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040127_d.JPG?download=1,Heliconius erato ssp. lativitta
2664,CAM040128,11896,CAM040128_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040128_d.JPG?download=1,Heliconius erato ssp. lativitta
2665,CAM040128,47752,CAM040128_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040128_d.JPG?download=1,Heliconius erato ssp. lativitta
2666,CAM040130,47756,CAM040130_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040130_d.JPG?download=1,Heliconius erato ssp. lativitta
2667,CAM040130,11900,CAM040130_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040130_d.JPG?download=1,Heliconius erato ssp. lativitta
2668,CAM040131,47758,CAM040131_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040131_d.JPG?download=1,Heliconius erato ssp. lativitta
2669,CAM040131,11902,CAM040131_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040131_d.JPG?download=1,Heliconius erato ssp. lativitta
2670,CAM040133,47762,CAM040133_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040133_d.JPG?download=1,Heliconius erato ssp. lativitta
2671,CAM040133,11906,CAM040133_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040133_d.JPG?download=1,Heliconius erato ssp. lativitta
2672,CAM040134,47764,CAM040134_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040134_d.JPG?download=1,Heliconius erato ssp. lativitta
2673,CAM040134,11908,CAM040134_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040134_d.JPG?download=1,Heliconius erato ssp. lativitta
2674,CAM040135,47766,CAM040135_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040135_d.JPG?download=1,Heliconius erato ssp. lativitta
2675,CAM040135,11910,CAM040135_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040135_d.JPG?download=1,Heliconius erato ssp. lativitta
2676,CAM040136,11912,CAM040136_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040136_d.JPG?download=1,Heliconius erato ssp. lativitta
2677,CAM040136,47768,CAM040136_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040136_d.JPG?download=1,Heliconius erato ssp. lativitta
2678,CAM040137,47770,CAM040137_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040137_d.JPG?download=1,Heliconius erato ssp. lativitta
2679,CAM040137,11914,CAM040137_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040137_d.JPG?download=1,Heliconius erato ssp. lativitta
2680,CAM040138,11916,CAM040138_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040138_d.JPG?download=1,Heliconius erato ssp. lativitta
2681,CAM040138,47772,CAM040138_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040138_d.JPG?download=1,Heliconius erato ssp. lativitta
2682,CAM040139,11918,CAM040139_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040139_d.JPG?download=1,Heliconius erato ssp. lativitta
2683,CAM040139,47774,CAM040139_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040139_d.JPG?download=1,Heliconius erato ssp. lativitta
2684,CAM040140,11920,CAM040140_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040140_d.JPG?download=1,Heliconius erato ssp. lativitta
2685,CAM040140,47776,CAM040140_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040140_d.JPG?download=1,Heliconius erato ssp. lativitta
2686,CAM040141,11922,CAM040141_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040141_d.JPG?download=1,Heliconius erato ssp. lativitta
2687,CAM040141,47778,CAM040141_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040141_d.JPG?download=1,Heliconius erato ssp. lativitta
2688,CAM040142,47780,CAM040142_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040142_d.JPG?download=1,Heliconius erato ssp. lativitta
2689,CAM040142,11924,CAM040142_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040142_d.JPG?download=1,Heliconius erato ssp. lativitta
2690,CAM040143,11926,CAM040143_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040143_d.JPG?download=1,Heliconius erato ssp. lativitta
2691,CAM040143,47782,CAM040143_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040143_d.JPG?download=1,Heliconius erato ssp. lativitta
2692,CAM040144,47784,CAM040144_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040144_d.JPG?download=1,Heliconius erato ssp. lativitta
2693,CAM040144,11928,CAM040144_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040144_d.JPG?download=1,Heliconius erato ssp. lativitta
2694,CAM040145,47786,CAM040145_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040145_d.JPG?download=1,Heliconius erato ssp. lativitta
2695,CAM040145,11930,CAM040145_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040145_d.JPG?download=1,Heliconius erato ssp. lativitta
2696,CAM040146,11932,CAM040146_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040146_d.JPG?download=1,Heliconius erato ssp. lativitta
2697,CAM040146,47788,CAM040146_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040146_d.JPG?download=1,Heliconius erato ssp. lativitta
2698,CAM040152,47794,CAM040152_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040152_d.JPG?download=1,Heliconius erato ssp. lativitta
2699,CAM040152,11938,CAM040152_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040152_d.JPG?download=1,Heliconius erato ssp. lativitta
2700,CAM040154,11940,CAM040154_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040154_d.JPG?download=1,Heliconius erato ssp. lativitta
2701,CAM040154,47796,CAM040154_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040154_d.JPG?download=1,Heliconius erato ssp. lativitta
2702,CAM040155,11942,CAM040155_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040155_d.JPG?download=1,Heliconius erato ssp. lativitta
2703,CAM040155,47798,CAM040155_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040155_d.JPG?download=1,Heliconius erato ssp. lativitta
2704,CAM040157,11944,CAM040157_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040157_d.JPG?download=1,Heliconius erato ssp. lativitta
2705,CAM040157,47800,CAM040157_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040157_d.JPG?download=1,Heliconius erato ssp. lativitta
2706,CAM040158,11946,CAM040158_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040158_d.JPG?download=1,Heliconius erato ssp. lativitta
2707,CAM040158,47802,CAM040158_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040158_d.JPG?download=1,Heliconius erato ssp. lativitta
2708,CAM040160,11950,CAM040160_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040160_d.JPG?download=1,Heliconius erato ssp. lativitta
2709,CAM040160,47806,CAM040160_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040160_d.JPG?download=1,Heliconius erato ssp. lativitta
2710,CAM040161,47808,CAM040161_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040161_d.JPG?download=1,Heliconius erato ssp. lativitta
2711,CAM040161,11952,CAM040161_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040161_d.JPG?download=1,Heliconius erato ssp. lativitta
2712,CAM040162,47810,CAM040162_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040162_d.JPG?download=1,Heliconius erato ssp. lativitta
2713,CAM040162,11954,CAM040162_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040162_d.JPG?download=1,Heliconius erato ssp. lativitta
2714,CAM040163,47812,CAM040163_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040163_d.JPG?download=1,Heliconius erato ssp. lativitta
2715,CAM040163,11956,CAM040163_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040163_d.JPG?download=1,Heliconius erato ssp. lativitta
2716,CAM040164,47814,CAM040164_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040164_d.JPG?download=1,Heliconius erato ssp. lativitta
2717,CAM040164,11958,CAM040164_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040164_d.JPG?download=1,Heliconius erato ssp. lativitta
2718,CAM040165,11960,CAM040165_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040165_d.JPG?download=1,Heliconius erato ssp. lativitta
2719,CAM040165,47816,CAM040165_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040165_d.JPG?download=1,Heliconius erato ssp. lativitta
2720,CAM040166,11962,CAM040166_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040166_d.JPG?download=1,Heliconius erato ssp. lativitta
2721,CAM040166,47818,CAM040166_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040166_d.JPG?download=1,Heliconius erato ssp. lativitta
2722,CAM040167,47820,CAM040167_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040167_d.JPG?download=1,Heliconius erato ssp. lativitta
2723,CAM040167,11964,CAM040167_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040167_d.JPG?download=1,Heliconius erato ssp. lativitta
2724,CAM040168,47822,CAM040168_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040168_d.JPG?download=1,Heliconius erato ssp. lativitta
2725,CAM040168,11966,CAM040168_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040168_d.JPG?download=1,Heliconius erato ssp. lativitta
2726,CAM040169,47824,CAM040169_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040169_d.JPG?download=1,Heliconius erato ssp. lativitta
2727,CAM040169,11968,CAM040169_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040169_d.JPG?download=1,Heliconius erato ssp. lativitta
2728,CAM040170,11970,CAM040170_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040170_d.JPG?download=1,Heliconius erato ssp. lativitta
2729,CAM040170,47826,CAM040170_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040170_d.JPG?download=1,Heliconius erato ssp. lativitta
2730,CAM040173,47832,CAM040173_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040173_d.JPG?download=1,Heliconius erato ssp. lativitta
2731,CAM040173,11976,CAM040173_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040173_d.JPG?download=1,Heliconius erato ssp. lativitta
2732,CAM040174,11978,CAM040174_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040174_d.JPG?download=1,Heliconius erato ssp. lativitta
2733,CAM040174,47834,CAM040174_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040174_d.JPG?download=1,Heliconius erato ssp. lativitta
2734,CAM040184,11996,CAM040184_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040184_d.JPG?download=1,Heliconius erato ssp. lativitta
2735,CAM040184,47852,CAM040184_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040184_d.JPG?download=1,Heliconius erato ssp. lativitta
2736,CAM040185,11998,CAM040185_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040185_d.JPG?download=1,Heliconius erato ssp. lativitta
2737,CAM040185,47854,CAM040185_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040185_d.JPG?download=1,Heliconius erato ssp. lativitta
2738,CAM040186,47856,CAM040186_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040186_d.JPG?download=1,Heliconius erato ssp. lativitta
2739,CAM040186,12000,CAM040186_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040186_d.JPG?download=1,Heliconius erato ssp. lativitta
2740,CAM040187,47858,CAM040187_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040187_d.JPG?download=1,Heliconius erato ssp. lativitta
2741,CAM040187,12002,CAM040187_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040187_d.JPG?download=1,Heliconius erato ssp. lativitta
2742,CAM040200,12026,CAM040200_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040200_d.JPG?download=1,Heliconius erato ssp. lativitta
2743,CAM040200,47882,CAM040200_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040200_d.JPG?download=1,Heliconius erato ssp. lativitta
2744,CAM040211,47902,CAM040211_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040211_d.JPG?download=1,Heliconius erato ssp. lativitta
2745,CAM040211,12046,CAM040211_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040211_d.JPG?download=1,Heliconius erato ssp. lativitta
2746,CAM040212,47904,CAM040212_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040212_d.JPG?download=1,Heliconius erato ssp. lativitta
2747,CAM040212,12048,CAM040212_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040212_d.JPG?download=1,Heliconius erato ssp. lativitta
2748,CAM040213,12050,CAM040213_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040213_d.JPG?download=1,Heliconius erato ssp. lativitta
2749,CAM040213,47906,CAM040213_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040213_d.JPG?download=1,Heliconius erato ssp. lativitta
2750,CAM040214,47908,CAM040214_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040214_d.JPG?download=1,Heliconius erato ssp. lativitta
2751,CAM040214,12052,CAM040214_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040214_d.JPG?download=1,Heliconius erato ssp. lativitta
2752,CAM040215,47910,CAM040215_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040215_d.JPG?download=1,Heliconius erato ssp. lativitta
2753,CAM040215,12054,CAM040215_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040215_d.JPG?download=1,Heliconius erato ssp. lativitta
2754,CAM040217,47914,CAM040217_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040217_d.JPG?download=1,Heliconius erato ssp. lativitta
2755,CAM040217,12058,CAM040217_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040217_d.JPG?download=1,Heliconius erato ssp. lativitta
2756,CAM040218,12060,CAM040218_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040218_d.JPG?download=1,Heliconius erato ssp. lativitta
2757,CAM040218,47916,CAM040218_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040218_d.JPG?download=1,Heliconius erato ssp. lativitta
2758,CAM040227,12070,CAM040227_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040227_d.JPG?download=1,Heliconius erato ssp. lativitta
2759,CAM040227,47926,CAM040227_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040227_d.JPG?download=1,Heliconius erato ssp. lativitta
2760,CAM040228,12072,CAM040228_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040228_d.JPG?download=1,Heliconius erato ssp. lativitta
2761,CAM040228,47928,CAM040228_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040228_d.JPG?download=1,Heliconius erato ssp. lativitta
2762,CAM040230,12076,CAM040230_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040230_d.JPG?download=1,Heliconius erato ssp. lativitta
2763,CAM040230,47932,CAM040230_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040230_d.JPG?download=1,Heliconius erato ssp. lativitta
2764,CAM040232,47936,CAM040232_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040232_d.JPG?download=1,Heliconius erato ssp. lativitta
2765,CAM040232,12080,CAM040232_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040232_d.JPG?download=1,Heliconius erato ssp. lativitta
2766,CAM040233,47938,CAM040233_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040233_d.JPG?download=1,Heliconius erato ssp. lativitta
2767,CAM040233,12082,CAM040233_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040233_d.JPG?download=1,Heliconius erato ssp. lativitta
2768,CAM040236,47944,CAM040236_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040236_d.JPG?download=1,Heliconius erato ssp. lativitta
2769,CAM040236,12088,CAM040236_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040236_d.JPG?download=1,Heliconius erato ssp. lativitta
2770,CAM040239,12094,CAM040239_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040239_d.JPG?download=1,Heliconius erato ssp. lativitta
2771,CAM040239,47950,CAM040239_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040239_d.JPG?download=1,Heliconius erato ssp. lativitta
2772,CAM040241,47954,CAM040241_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040241_d.JPG?download=1,Heliconius erato ssp. lativitta
2773,CAM040241,12098,CAM040241_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040241_d.JPG?download=1,Heliconius erato ssp. lativitta
2774,CAM040321,48114,CAM040321_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040321_d.JPG?download=1,Heliconius erato ssp. cyrbia
2775,CAM040321,12258,CAM040321_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040321_d.JPG?download=1,Heliconius erato ssp. cyrbia
2776,CAM040354,48178,CAM040354_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040354_d.JPG?download=1,Heliconius erato ssp. cyrbia
2777,CAM040354,12322,CAM040354_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040354_d.JPG?download=1,Heliconius erato ssp. cyrbia
2778,CAM040355,12324,CAM040355_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040355_d.JPG?download=1,Heliconius erato ssp. cyrbia
2779,CAM040355,48180,CAM040355_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040355_d.JPG?download=1,Heliconius erato ssp. cyrbia
2780,CAM040356,48182,CAM040356_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040356_d.JPG?download=1,Heliconius erato ssp. cyrbia
2781,CAM040356,12326,CAM040356_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040356_d.JPG?download=1,Heliconius erato ssp. cyrbia
2782,CAM040357,12328,CAM040357_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040357_d.JPG?download=1,Heliconius erato ssp. cyrbia
2783,CAM040357,48184,CAM040357_d.JPG,dorsal,https://zenodo.org/record/3477891/files/CAM040357_d.JPG?download=1,Heliconius erato ssp. cyrbia
2784,CAM040358,12330,CAM040358_d.JPG,Dorsal,https://zenodo.org/record/2707828/files/CAM040358_d.JPG?download=1,Heliconius erato ssp. cyrbia
